spec	Fold_0
nist_1137261	train
nist_1137278	train
nist_1137289	train
nist_1137314	train
nist_1137329	train
nist_1137346	train
nist_1137367	train
nist_1137383	train
nist_1137399	train
nist_1137420	train
nist_1137441	train
nist_1137462	train
nist_1137482	train
nist_1137496	train
nist_1137513	train
nist_1137534	train
nist_1137554	train
nist_1137575	train
nist_1137599	train
nist_1137615	train
nist_1137630	val
nist_1137650	val
nist_1137670	val
nist_1137681	val
nist_1137699	train
nist_1137710	train
nist_1137798	train
nist_1137817	train
nist_1137836	train
nist_1137854	train
nist_1137876	train
nist_1137896	train
nist_1137908	train
nist_1137925	train
nist_1137950	train
nist_1137971	train
nist_1137989	train
nist_1138006	train
nist_1138024	train
nist_1138045	train
nist_1138060	train
nist_1138077	val
nist_1138099	val
nist_1138123	val
nist_1138140	val
nist_1138160	train
nist_1138184	train
nist_1138207	train
nist_1138224	train
nist_1138243	train
nist_1138266	train
nist_1138285	train
nist_1138295	train
nist_1138311	test
nist_1138331	test
nist_1138351	test
nist_1138369	train
nist_1138397	train
nist_1138411	train
nist_1138435	train
nist_1138455	train
nist_1138475	train
nist_1138495	train
nist_1138516	val
nist_1138539	val
nist_1138548	val
nist_1138567	val
nist_1138588	train
nist_1138598	train
nist_1138617	train
nist_1138634	train
nist_1138656	train
nist_1138674	train
nist_1138690	train
nist_1138709	train
nist_1138725	train
nist_1138748	train
nist_1138763	test
nist_1138785	test
nist_1138798	test
nist_1138812	val
nist_1138835	val
nist_1138849	val
nist_1138866	train
nist_1138897	train
nist_1138917	train
nist_1138938	train
nist_1138957	train
nist_1138973	train
nist_1138990	train
nist_1139011	train
nist_1139025	train
nist_1139040	train
nist_1139061	train
nist_1139082	train
nist_1139099	train
nist_1139116	val
nist_1139138	val
nist_1139147	val
nist_1139158	val
nist_1139175	train
nist_1139197	train
nist_1139217	train
nist_1139239	train
nist_1139261	train
nist_1139281	train
nist_1139301	train
nist_1139322	train
nist_1139343	train
nist_1139368	train
nist_1139390	train
nist_1139411	train
nist_1139435	train
nist_1139452	train
nist_1139473	train
nist_1139493	train
nist_1139506	train
nist_1139528	train
nist_1139550	train
nist_1139567	train
nist_1139584	val
nist_1139602	val
nist_1139623	val
nist_1139637	val
nist_1139654	train
nist_1139676	test
nist_1139697	test
nist_1139719	test
nist_1139730	train
nist_1139750	test
nist_1139775	test
nist_1139793	test
nist_1139811	train
nist_1139832	train
nist_1139841	train
nist_1139856	train
nist_1139875	val
nist_1139894	val
nist_1139914	val
nist_1139942	train
nist_1139964	train
nist_1139983	train
nist_1140007	train
nist_1140021	val
nist_1140043	val
nist_1140049	val
nist_1140065	val
nist_1140084	val
nist_1140111	val
nist_1140133	val
nist_1140151	val
nist_1140170	val
nist_1140192	train
nist_1140216	train
nist_1140238	train
nist_1140252	train
nist_1140276	train
nist_1140293	train
nist_1140304	train
nist_1140328	train
nist_1140343	train
nist_1140360	test
nist_1140392	test
nist_1140411	test
nist_1140426	test
nist_1140447	train
nist_1140460	train
nist_1140488	train
nist_1140546	train
nist_1140568	train
nist_1140586	train
nist_1140603	train
nist_1140625	train
nist_1140646	train
nist_1140667	train
nist_1140688	val
nist_1140710	train
nist_1140734	train
nist_1140743	train
nist_1140761	train
nist_1140780	train
nist_1140802	train
nist_1140819	train
nist_1140834	train
nist_1140852	train
nist_1140861	train
nist_1140882	train
nist_1140936	train
nist_1140952	train
nist_1140974	train
nist_1140997	train
nist_1141016	train
nist_1141038	train
nist_1141059	train
nist_1141081	train
nist_1141104	train
nist_1141124	train
nist_1141158	train
nist_1141180	train
nist_1141201	train
nist_1141222	test
nist_1141246	train
nist_1141266	train
nist_1141288	train
nist_1141310	train
nist_1141323	train
nist_1141344	train
nist_1141365	test
nist_1141392	test
nist_1141404	test
nist_1141422	train
nist_1141450	train
nist_1141463	val
nist_1141494	val
nist_1141512	test
nist_1141530	val
nist_1141552	val
nist_1141563	train
nist_1141582	train
nist_1141605	train
nist_1141627	train
nist_1141647	train
nist_1141664	train
nist_1141755	train
nist_1141774	train
nist_1141793	train
nist_1141856	train
nist_1141875	train
nist_1141931	val
nist_1141976	train
nist_1141996	train
nist_1142070	train
nist_1142085	train
nist_1142100	train
nist_1142123	train
nist_1142132	train
nist_1142149	train
nist_1142170	val
nist_1142195	val
nist_1142217	val
nist_1142236	train
nist_1142257	train
nist_1142276	train
nist_1142296	test
nist_1142314	test
nist_1142329	test
nist_1142352	val
nist_1142372	val
nist_1142385	train
nist_1142402	train
nist_1142423	train
nist_1142431	train
nist_1142442	train
nist_1142463	train
nist_1142473	train
nist_1142490	train
nist_1142505	test
nist_1142524	test
nist_1142541	test
nist_1142566	test
nist_1142579	test
nist_1142596	train
nist_1142617	train
nist_1142636	train
nist_1142657	train
nist_1142681	train
nist_1142694	train
nist_1142709	train
nist_1142730	train
nist_1142745	train
nist_1142761	val
nist_1142784	val
nist_1142806	val
nist_1142836	train
nist_1142857	train
nist_1142880	train
nist_1142910	train
nist_1142931	train
nist_1142944	train
nist_1142968	train
nist_1142990	train
nist_1143012	train
nist_1143022	train
nist_1143051	train
nist_1143062	train
nist_1143081	train
nist_1143099	train
nist_1143123	train
nist_1143139	train
nist_1143158	train
nist_1143170	train
nist_1143179	train
nist_1143206	train
nist_1143227	train
nist_1143256	val
nist_1143270	train
nist_1143289	train
nist_1143310	train
nist_1143332	train
nist_1143337	train
nist_1143346	test
nist_1143359	train
nist_1143377	train
nist_1143422	train
nist_1143449	train
nist_1143466	test
nist_1143483	train
nist_1143505	train
nist_1143524	train
nist_1143556	train
nist_1143599	train
nist_1143620	train
nist_1143630	train
nist_1143646	train
nist_1143674	test
nist_1143721	test
nist_1143792	test
nist_1143812	test
nist_1143870	train
nist_1143884	train
nist_1143919	train
nist_1143942	train
nist_1143962	train
nist_1143986	train
nist_1144009	train
nist_1144025	train
nist_1144104	train
nist_1144131	train
nist_1144138	train
nist_1144159	train
nist_1144226	train
nist_1144254	train
nist_1144277	train
nist_1144292	train
nist_1144304	train
nist_1144309	train
nist_1144330	train
nist_1144347	val
nist_1144369	train
nist_1144389	train
nist_1144406	train
nist_1144420	train
nist_1144447	train
nist_1144490	train
nist_1144511	train
nist_1144531	train
nist_1144583	train
nist_1144601	train
nist_1144620	train
nist_1144642	train
nist_1144659	train
nist_1144681	train
nist_1144705	train
nist_1144715	train
nist_1144725	val
nist_1144748	train
nist_1144768	train
nist_1144784	train
nist_1144801	train
nist_1144819	test
nist_1144840	val
nist_1144854	train
nist_1144867	test
nist_1144879	test
nist_1144895	test
nist_1144906	train
nist_1144923	train
nist_1144939	train
nist_1144957	val
nist_1144963	val
nist_1144987	val
nist_1145006	train
nist_1145063	train
nist_1145077	train
nist_1145109	train
nist_1145119	train
nist_1145138	train
nist_1145149	train
nist_1145181	train
nist_1145204	train
nist_1145216	train
nist_1145237	val
nist_1145260	train
nist_1145281	train
nist_1145294	train
nist_1145327	train
nist_1145330	train
nist_1145344	train
nist_1145362	train
nist_1145379	train
nist_1145392	train
nist_1145465	train
nist_1145504	train
nist_1145595	train
nist_1145613	train
nist_1145634	train
nist_1145647	train
nist_1145666	train
nist_1145687	train
nist_1145705	train
nist_1145739	train
nist_1145752	train
nist_1145770	train
nist_1145785	train
nist_1145811	train
nist_1145851	val
nist_1145880	train
nist_1145893	test
nist_1145907	train
nist_1145928	train
nist_1145942	train
nist_1145962	train
nist_1145996	val
nist_1146019	val
nist_1146075	val
nist_1146087	train
nist_1146129	train
nist_1146158	train
nist_1146198	train
nist_1146205	train
nist_1146226	train
nist_1146249	test
nist_1146271	test
nist_1146293	train
nist_1146324	train
nist_1146356	train
nist_1146376	test
nist_1146395	test
nist_1146414	train
nist_1146435	train
nist_1146454	train
nist_1146476	train
nist_1146501	train
nist_1146525	val
nist_1146547	train
nist_1146581	train
nist_1146603	train
nist_1146619	train
nist_1146640	train
nist_1146656	train
nist_1146678	val
nist_1146699	test
nist_1146709	train
nist_1146723	train
nist_1146752	train
nist_1146769	val
nist_1146800	test
nist_1146817	train
nist_1146829	train
nist_1146853	val
nist_1146865	train
nist_1146870	train
nist_1146887	train
nist_1146925	train
nist_1146958	train
nist_1146978	train
nist_1146997	train
nist_1147017	train
nist_1147022	val
nist_1147058	train
nist_1147076	train
nist_1147092	train
nist_1147111	train
nist_1147132	train
nist_1147166	train
nist_1147217	train
nist_1147237	train
nist_1147247	train
nist_1147266	test
nist_1147288	train
nist_1147305	train
nist_1147313	train
nist_1147348	train
nist_1147367	train
nist_1147388	test
nist_1147409	val
nist_1147431	val
nist_1147440	train
nist_1147457	train
nist_1147468	train
nist_1147474	train
nist_1147485	train
nist_1147519	train
nist_1147560	test
nist_1147563	train
nist_1147588	train
nist_1147600	train
nist_1147614	train
nist_1147653	train
nist_1147685	val
nist_1147759	train
nist_1147798	train
nist_1147818	train
nist_1147836	train
nist_1147844	train
nist_1147852	train
nist_1147869	train
nist_1147885	val
nist_1147907	val
nist_1147930	train
nist_1147948	train
nist_1147964	train
nist_1147982	train
nist_1148002	train
nist_1148026	train
nist_1148042	train
nist_1148057	train
nist_1148076	train
nist_1148086	train
nist_1148096	train
nist_1148108	val
nist_1148158	train
nist_1148176	train
nist_1148190	train
nist_1148215	val
nist_1148259	val
nist_1148307	train
nist_1148330	train
nist_1148333	train
nist_1148360	train
nist_1148384	train
nist_1148402	train
nist_1148420	train
nist_1148449	train
nist_1148468	train
nist_1148494	val
nist_1148513	train
nist_1148555	train
nist_1148580	train
nist_1148605	test
nist_1148621	test
nist_1148643	train
nist_1148659	train
nist_1148674	train
nist_1148686	train
nist_1148706	train
nist_1148727	train
nist_1148842	train
nist_1148868	train
nist_1148913	train
nist_1148940	train
nist_1148968	train
nist_1148989	train
nist_1148991	train
nist_1149002	train
nist_1149011	train
nist_1149037	train
nist_1149062	train
nist_1149086	train
nist_1149107	train
nist_1149130	train
nist_1149141	train
nist_1149151	train
nist_1149170	train
nist_1149189	train
nist_1149209	train
nist_1149238	train
nist_1149271	train
nist_1149293	train
nist_1149316	val
nist_1149327	train
nist_1149347	train
nist_1149371	train
nist_1149381	train
nist_1149402	train
nist_1149417	test
nist_1149438	test
nist_1149459	test
nist_1149495	train
nist_1149513	train
nist_1149530	train
nist_1149559	train
nist_1149570	train
nist_1149586	train
nist_1149601	train
nist_1149628	train
nist_1149647	train
nist_1149680	train
nist_1149700	train
nist_1149724	train
nist_1149744	train
nist_1149759	train
nist_1149796	train
nist_1149841	val
nist_1149867	val
nist_1149887	val
nist_1149892	val
nist_1149908	train
nist_1149931	train
nist_1149947	train
nist_1149964	val
nist_1150092	train
nist_1150116	train
nist_1150131	train
nist_1150146	train
nist_1150168	train
nist_1150179	train
nist_1150200	train
nist_1150215	val
nist_1150243	train
nist_1150262	val
nist_1150289	val
nist_1150303	train
nist_1150324	train
nist_1150344	train
nist_1150364	train
nist_1150383	train
nist_1150395	train
nist_1150420	test
nist_1150458	train
nist_1150482	train
nist_1150502	train
nist_1150518	train
nist_1150533	train
nist_1150564	train
nist_1150579	train
nist_1150626	train
nist_1150642	train
nist_1150663	train
nist_1150702	train
nist_1150719	train
nist_1150726	train
nist_1150737	train
nist_1150754	train
nist_1150768	train
nist_1150778	val
nist_1150799	val
nist_1150807	val
nist_1150822	test
nist_1150844	test
nist_1150855	train
nist_1150881	train
nist_1150902	train
nist_1150915	train
nist_1150943	train
nist_1150964	train
nist_1150984	train
nist_1151005	train
nist_1151026	train
nist_1151045	train
nist_1151056	train
nist_1151093	train
nist_1151114	train
nist_1151134	train
nist_1151167	train
nist_1151188	train
nist_1151204	train
nist_1151237	train
nist_1151260	train
nist_1151278	train
nist_1151325	train
nist_1151345	train
nist_1151359	train
nist_1151376	train
nist_1151387	train
nist_1151418	train
nist_1151435	train
nist_1151449	train
nist_1151457	train
nist_1151471	train
nist_1151489	train
nist_1151503	train
nist_1151508	train
nist_1151522	train
nist_1151562	test
nist_1151574	train
nist_1151591	test
nist_1151609	test
nist_1151624	test
nist_1151634	train
nist_1151652	train
nist_1151662	train
nist_1151670	train
nist_1151690	train
nist_1151696	train
nist_1151715	train
nist_1151737	train
nist_1151752	train
nist_1151787	train
nist_1151811	train
nist_1151843	train
nist_1151860	train
nist_1151875	train
nist_1151934	train
nist_1151949	train
nist_1151967	train
nist_1152004	train
nist_1152035	train
nist_1152056	train
nist_1152093	train
nist_1152128	train
nist_1152146	train
nist_1152182	train
nist_1152216	train
nist_1152233	train
nist_1152264	train
nist_1152299	train
nist_1152314	train
nist_1152346	train
nist_1152359	train
nist_1152374	train
nist_1152384	train
nist_1152408	test
nist_1152423	test
nist_1152442	train
nist_1152538	train
nist_1152555	val
nist_1152573	val
nist_1152597	train
nist_1152638	train
nist_1152648	train
nist_1152673	train
nist_1152691	train
nist_1152708	train
nist_1152720	train
nist_1152743	train
nist_1152759	train
nist_1152783	train
nist_1152806	train
nist_1152818	train
nist_1152823	test
nist_1152845	test
nist_1152861	test
nist_1152867	train
nist_1152896	test
nist_1152912	train
nist_1152934	train
nist_1152943	test
nist_1152962	train
nist_1152982	train
nist_1152987	train
nist_1153008	train
nist_1153014	train
nist_1153026	train
nist_1153032	train
nist_1153062	train
nist_1153082	train
nist_1153092	val
nist_1153110	val
nist_1153119	train
nist_1153138	train
nist_1153165	train
nist_1153193	train
nist_1153329	train
nist_1153422	val
nist_1153446	val
nist_1153488	train
nist_1153521	train
nist_1153536	val
nist_1153559	val
nist_1153586	train
nist_1153595	train
nist_1153606	train
nist_1153644	train
nist_1153668	val
nist_1153681	train
nist_1153694	train
nist_1153701	train
nist_1153713	train
nist_1153731	train
nist_1153751	train
nist_1153769	train
nist_1153781	train
nist_1153799	train
nist_1153817	train
nist_1153831	val
nist_1153855	val
nist_1153877	train
nist_1153899	train
nist_1153949	train
nist_1153967	train
nist_1153977	train
nist_1153994	train
nist_1154031	train
nist_1154119	train
nist_1154132	train
nist_1154148	train
nist_1154174	train
nist_1154197	train
nist_1154208	train
nist_1154255	train
nist_1154281	train
nist_1154301	train
nist_1154390	train
nist_1154412	train
nist_1154434	val
nist_1154449	val
nist_1154461	train
nist_1154471	train
nist_1154480	train
nist_1154509	train
nist_1154539	train
nist_1154570	test
nist_1154592	test
nist_1154613	test
nist_1154629	test
nist_1154685	train
nist_1154723	train
nist_1154751	train
nist_1154766	train
nist_1154780	val
nist_1154798	val
nist_1154812	train
nist_1154831	train
nist_1154836	train
nist_1154851	val
nist_1154873	val
nist_1154885	val
nist_1154904	train
nist_1154924	train
nist_1154936	train
nist_1154958	train
nist_1154999	train
nist_1155022	train
nist_1155031	train
nist_1155047	train
nist_1155063	train
nist_1155087	train
nist_1155107	train
nist_1155111	train
nist_1155129	train
nist_1155157	train
nist_1155179	train
nist_1155191	train
nist_1155214	train
nist_1155238	train
nist_1155259	train
nist_1155271	train
nist_1155292	train
nist_1155314	train
nist_1155324	train
nist_1155343	train
nist_1155365	train
nist_1155397	train
nist_1155411	train
nist_1155430	val
nist_1155457	val
nist_1155468	train
nist_1155477	train
nist_1155488	train
nist_1155504	train
nist_1155522	val
nist_1155549	val
nist_1155559	val
nist_1155575	train
nist_1155594	train
nist_1155604	train
nist_1155619	train
nist_1155627	train
nist_1155644	train
nist_1155702	train
nist_1155733	train
nist_1155751	train
nist_1155773	train
nist_1155782	train
nist_1155798	train
nist_1155805	train
nist_1155820	val
nist_1155835	train
nist_1155851	val
nist_1155871	val
nist_1155879	train
nist_1155901	train
nist_1155915	train
nist_1155923	val
nist_1155940	test
nist_1155958	train
nist_1155969	train
nist_1155985	train
nist_1156005	test
nist_1156021	train
nist_1156039	train
nist_1156057	train
nist_1156068	val
nist_1156085	val
nist_1156095	train
nist_1156112	val
nist_1156129	train
nist_1156146	train
nist_1156165	train
nist_1156179	train
nist_1156196	test
nist_1156211	test
nist_1156216	train
nist_1156233	train
nist_1156240	train
nist_1156257	train
nist_1156275	train
nist_1156302	test
nist_1156316	train
nist_1156333	train
nist_1156350	train
nist_1156367	train
nist_1156378	val
nist_1156396	train
nist_1156414	val
nist_1156432	train
nist_1156451	train
nist_1156468	train
nist_1156482	train
nist_1156499	train
nist_1156510	train
nist_1156527	val
nist_1156543	train
nist_1156562	train
nist_1156584	train
nist_1156600	val
nist_1156620	val
nist_1156641	val
nist_1156652	train
nist_1156668	train
nist_1156685	train
nist_1156721	train
nist_1156770	train
nist_1156793	train
nist_1156798	train
nist_1156818	train
nist_1156826	train
nist_1156844	test
nist_1156875	test
nist_1156883	train
nist_1156895	train
nist_1156912	train
nist_1156922	train
nist_1156938	train
nist_1156950	test
nist_1156972	train
nist_1156995	train
nist_1157012	train
nist_1157029	train
nist_1157046	train
nist_1157065	train
nist_1157078	train
nist_1157096	train
nist_1157113	train
nist_1157133	train
nist_1157150	train
nist_1157165	val
nist_1157186	val
nist_1157201	train
nist_1157220	train
nist_1157241	train
nist_1157258	train
nist_1157280	train
nist_1157306	train
nist_1157325	train
nist_1157344	train
nist_1157369	train
nist_1157387	train
nist_1157409	train
nist_1157431	train
nist_1157451	train
nist_1157472	train
nist_1157484	train
nist_1157505	train
nist_1157530	train
nist_1157541	train
nist_1157551	train
nist_1157564	test
nist_1157598	train
nist_1157617	train
nist_1157636	train
nist_1157650	train
nist_1157657	train
nist_1157674	train
nist_1157692	train
nist_1157725	train
nist_1157740	train
nist_1157759	train
nist_1157777	train
nist_1157792	train
nist_1157816	val
nist_1157839	train
nist_1157860	train
nist_1157892	train
nist_1157913	train
nist_1157932	train
nist_1157957	train
nist_1157978	train
nist_1157997	train
nist_1158025	train
nist_1158044	train
nist_1158064	train
nist_1158074	train
nist_1158094	train
nist_1158120	train
nist_1158131	train
nist_1158146	train
nist_1158154	train
nist_1158170	train
nist_1158184	train
nist_1158193	train
nist_1158210	train
nist_1158229	train
nist_1158243	test
nist_1158259	test
nist_1158287	train
nist_1158307	train
nist_1158324	train
nist_1158343	val
nist_1158363	train
nist_1158382	train
nist_1158404	train
nist_1158425	train
nist_1158446	val
nist_1158460	val
nist_1158469	train
nist_1158485	train
nist_1158493	train
nist_1158512	train
nist_1158531	test
nist_1158548	test
nist_1158560	train
nist_1158579	train
nist_1158591	val
nist_1158611	test
nist_1158629	test
nist_1158638	train
nist_1158654	train
nist_1158662	train
nist_1158681	train
nist_1158701	train
nist_1158719	train
nist_1158733	train
nist_1158749	train
nist_1158764	train
nist_1158779	train
nist_1158795	train
nist_1158812	train
nist_1158830	train
nist_1158836	train
nist_1158856	train
nist_1158876	train
nist_1158888	train
nist_1158904	train
nist_1158916	train
nist_1158940	train
nist_1158954	train
nist_1158963	train
nist_1158979	train
nist_1159008	train
nist_1159025	train
nist_1159034	train
nist_1159046	train
nist_1159056	train
nist_1159067	train
nist_1159076	train
nist_1159137	train
nist_1159146	test
nist_1159160	train
nist_1159176	train
nist_1159186	test
nist_1159209	train
nist_1159227	train
nist_1159243	train
nist_1159264	train
nist_1159281	train
nist_1159290	train
nist_1159297	train
nist_1159312	train
nist_1159322	train
nist_1159336	train
nist_1159347	train
nist_1159365	train
nist_1159381	test
nist_1159398	train
nist_1159409	train
nist_1159426	train
nist_1159438	train
nist_1159458	val
nist_1159493	val
nist_1159545	test
nist_1159593	test
nist_1159596	test
nist_1159636	test
nist_1159678	train
nist_1159682	train
nist_1159716	train
nist_1159734	train
